after_stage,rank,rider,cumulative_s,gap_s,stages_completed,status
3,1,T. POGACAR,31615,0,3,DERIVED_REPRODUCIBLE
3,2,J. VINGEGAARD,31615,0,3,DERIVED_REPRODUCIBLE
3,3,R. EVENEPOEL,31638,23,3,DERIVED_REPRODUCIBLE
3,4,I. DEL TORO,31639,24,3,DERIVED_REPRODUCIBLE
3,5,J. AYUSO,31642,27,3,DERIVED_REPRODUCIBLE
3,6,P. SEIXAS,31663,48,3,DERIVED_REPRODUCIBLE
3,7,F. LIPOWITZ,31668,53,3,DERIVED_REPRODUCIBLE
3,8,L. MARTINEZ,31684,69,3,DERIVED_REPRODUCIBLE
3,9,T. JOHANNESSEN,31686,71,3,DERIVED_REPRODUCIBLE
3,10,I. VAN WILDER,31692,77,3,DERIVED_REPRODUCIBLE
3,11,T. PIDCOCK,31697,82,3,DERIVED_REPRODUCIBLE
3,12,R. CARAPAZ,31720,105,3,DERIVED_REPRODUCIBLE
3,13,L. VAN EETVELT,31722,107,3,DERIVED_REPRODUCIBLE
3,14,M. SKJELMOSE,31725,110,3,DERIVED_REPRODUCIBLE
3,15,D. PIGANZOLI,31750,135,3,DERIVED_REPRODUCIBLE
3,16,T. ARENSMAN,31754,139,3,DERIVED_REPRODUCIBLE
3,17,J. JEGAT,31763,148,3,DERIVED_REPRODUCIBLE
3,18,S. HIGUITA,31818,203,3,DERIVED_REPRODUCIBLE
3,19,C. UIJTDEBROEKS,31819,204,3,DERIVED_REPRODUCIBLE
3,20,Y. VOISARD,31845,230,3,DERIVED_REPRODUCIBLE
3,21,E. BERNAL,31870,255,3,DERIVED_REPRODUCIBLE
3,22,J. PARRA,31876,261,3,DERIVED_REPRODUCIBLE
3,23,H. TEJADA,31893,278,3,DERIVED_REPRODUCIBLE
3,24,T. TRÆEN,31921,306,3,DERIVED_REPRODUCIBLE
3,25,A. BAUDIN,31934,319,3,DERIVED_REPRODUCIBLE
3,26,S. QUINN,31949,334,3,DERIVED_REPRODUCIBLE
3,27,T. BENOOT,31960,345,3,DERIVED_REPRODUCIBLE
3,28,A. YATES,31975,360,3,DERIVED_REPRODUCIBLE
3,29,J. HINDLEY,31976,361,3,DERIVED_REPRODUCIBLE
3,30,A. TIBERI,32052,437,3,DERIVED_REPRODUCIBLE
3,31,M. VACEK,32151,536,3,DERIVED_REPRODUCIBLE
3,32,S. KUSS,32199,584,3,DERIVED_REPRODUCIBLE
3,33,B. MCNULTY,32210,595,3,DERIVED_REPRODUCIBLE
3,34,G. MARTIN GUYONNET,32230,615,3,DERIVED_REPRODUCIBLE
3,35,G. BENNETT,32268,653,3,DERIVED_REPRODUCIBLE
3,36,M. JORGENSON,32294,679,3,DERIVED_REPRODUCIBLE
3,37,R. DEBRUYNE,32407,792,3,DERIVED_REPRODUCIBLE
3,38,M. VAN GILS,32562,947,3,DERIVED_REPRODUCIBLE
3,39,N. PRODHOMME,32581,966,3,DERIVED_REPRODUCIBLE
3,40,I. IZAGIRRE,32582,967,3,DERIVED_REPRODUCIBLE
3,41,A. SKAARSETH,32585,970,3,DERIVED_REPRODUCIBLE
3,42,P. CASTRILLO,32603,988,3,DERIVED_REPRODUCIBLE
3,43,A. PARET PEINTRE,32603,988,3,DERIVED_REPRODUCIBLE
3,44,C. HARPER,32609,994,3,DERIVED_REPRODUCIBLE
3,45,R. GARCIA,32619,1004,3,DERIVED_REPRODUCIBLE
3,46,A. BALDERSTONE,32624,1009,3,DERIVED_REPRODUCIBLE
3,47,N. BREUILLARD,32635,1020,3,DERIVED_REPRODUCIBLE
3,48,V. PARET PEINTRE,32693,1078,3,DERIVED_REPRODUCIBLE
3,49,C. VERONA,32816,1201,3,DERIVED_REPRODUCIBLE
3,50,F. GROSSSCHARTNER,32823,1208,3,DERIVED_REPRODUCIBLE
3,51,R. GREGOIRE,32881,1266,3,DERIVED_REPRODUCIBLE
3,52,Q. SIMMONS,32887,1272,3,DERIVED_REPRODUCIBLE
3,53,D. GEE,32888,1273,3,DERIVED_REPRODUCIBLE
3,54,M. VERCHER,32898,1283,3,DERIVED_REPRODUCIBLE
3,55,K. VAUQUELIN,32920,1305,3,DERIVED_REPRODUCIBLE
3,56,Q. HERMANS,32954,1339,3,DERIVED_REPRODUCIBLE
3,57,C. BRAZ AFONSO,33019,1404,3,DERIVED_REPRODUCIBLE
3,58,J. ROMO,33081,1466,3,DERIVED_REPRODUCIBLE
3,59,M. HIRSCHI,33147,1532,3,DERIVED_REPRODUCIBLE
3,60,M. VAN DER POEL,33162,1547,3,DERIVED_REPRODUCIBLE
3,61,J. DELBOVE,33230,1615,3,DERIVED_REPRODUCIBLE
3,62,N. OLIVEIRA,33256,1641,3,DERIVED_REPRODUCIBLE
3,63,D. CARUSO,33292,1677,3,DERIVED_REPRODUCIBLE
3,64,L. GERMANI,33295,1680,3,DERIVED_REPRODUCIBLE
3,65,X. MEURISSE,33310,1695,3,DERIVED_REPRODUCIBLE
3,66,A. ARANBURU,33311,1696,3,DERIVED_REPRODUCIBLE
3,67,M. CATTANEO,33346,1731,3,DERIVED_REPRODUCIBLE
3,68,K. ASGREEN,33353,1738,3,DERIVED_REPRODUCIBLE
3,69,V. CAMPENAERTS,33370,1755,3,DERIVED_REPRODUCIBLE
3,70,B. O'CONNOR,33445,1830,3,DERIVED_REPRODUCIBLE
3,71,E. RUBIO,33452,1837,3,DERIVED_REPRODUCIBLE
3,72,M. STORER,33454,1839,3,DERIVED_REPRODUCIBLE
3,73,T. SKUJINS,33503,1888,3,DERIVED_REPRODUCIBLE
3,74,L. PLAPP,33504,1889,3,DERIVED_REPRODUCIBLE
3,75,V. VAN MECHELEN,33506,1891,3,DERIVED_REPRODUCIBLE
3,76,M. SCHMID,33563,1948,3,DERIVED_REPRODUCIBLE
3,77,M. MATTHEWS,33584,1969,3,DERIVED_REPRODUCIBLE
3,78,S. BERWICK,33637,2022,3,DERIVED_REPRODUCIBLE
3,79,G. ZIMMERMANN,33651,2036,3,DERIVED_REPRODUCIBLE
3,80,D. VAN BAARLE,33652,2037,3,DERIVED_REPRODUCIBLE
3,81,P. EENKHOORN,33671,2056,3,DERIVED_REPRODUCIBLE
3,82,G. STEINHAUSER,33677,2062,3,DERIVED_REPRODUCIBLE
3,83,M. LE BERRE,33691,2076,3,DERIVED_REPRODUCIBLE
3,84,E. VERSTRYNGE,33697,2082,3,DERIVED_REPRODUCIBLE
3,85,M. CORT NIELSEN,33744,2129,3,DERIVED_REPRODUCIBLE
3,86,A. DELETTRE,33747,2132,3,DERIVED_REPRODUCIBLE
3,87,T. WELLENS,33747,2132,3,DERIVED_REPRODUCIBLE
3,88,J. CEPEDA,33761,2146,3,DERIVED_REPRODUCIBLE
3,89,L. VERVAEKE,33774,2159,3,DERIVED_REPRODUCIBLE
3,90,S. VELASCO,33791,2176,3,DERIVED_REPRODUCIBLE
3,91,R. PLUIMERS,33791,2176,3,DERIVED_REPRODUCIBLE
3,92,B. HEALY,33806,2191,3,DERIVED_REPRODUCIBLE
3,93,Q. PACHER,33820,2205,3,DERIVED_REPRODUCIBLE
3,94,J. STUYVEN,33849,2234,3,DERIVED_REPRODUCIBLE
3,95,J. ABRAHAMSEN,33864,2249,3,DERIVED_REPRODUCIBLE
3,96,J. BERCKMOES,33864,2249,3,DERIVED_REPRODUCIBLE
3,97,L. CRAPS,33867,2252,3,DERIVED_REPRODUCIBLE
3,98,E. COSTIOU,33870,2255,3,DERIVED_REPRODUCIBLE
3,99,S. OLDANI,33882,2267,3,DERIVED_REPRODUCIBLE
3,100,T. FOSS,33890,2275,3,DERIVED_REPRODUCIBLE
3,101,N. POLITT,33891,2276,3,DERIVED_REPRODUCIBLE
3,102,M. FRIGO,33895,2280,3,DERIVED_REPRODUCIBLE
3,103,J. OTRUBA,33916,2301,3,DERIVED_REPRODUCIBLE
3,104,R. STANNARD,33919,2304,3,DERIVED_REPRODUCIBLE
3,105,C. RUSSO,33921,2306,3,DERIVED_REPRODUCIBLE
3,106,B. THOMAS,33933,2318,3,DERIVED_REPRODUCIBLE
3,107,M. TEUNISSEN,33950,2335,3,DERIVED_REPRODUCIBLE
3,108,L. DURBRIDGE,33955,2340,3,DERIVED_REPRODUCIBLE
3,109,T. GUERNALEC,33977,2362,3,DERIVED_REPRODUCIBLE
3,110,M. HEßMANN,33979,2364,3,DERIVED_REPRODUCIBLE
3,111,A. GATE,34003,2388,3,DERIVED_REPRODUCIBLE
3,112,A. CHARMIG,34003,2388,3,DERIVED_REPRODUCIBLE
3,113,M. WALKER,34010,2395,3,DERIVED_REPRODUCIBLE
3,114,D. HOWSON,34012,2397,3,DERIVED_REPRODUCIBLE
3,115,J. NICOLAU,34016,2401,3,DERIVED_REPRODUCIBLE
3,116,W. BARGUIL,34033,2418,3,DERIVED_REPRODUCIBLE
3,117,F. VAN DEN BROEK,34034,2419,3,DERIVED_REPRODUCIBLE
3,118,K. NEILANDS,34058,2443,3,DERIVED_REPRODUCIBLE
3,119,J. RICKAERT,34059,2444,3,DERIVED_REPRODUCIBLE
3,120,M. MOHORIC,34070,2455,3,DERIVED_REPRODUCIBLE
3,121,M. VALGREN,34072,2457,3,DERIVED_REPRODUCIBLE
3,122,E. PLANCKAERT,34081,2466,3,DERIVED_REPRODUCIBLE
3,123,F. ENGELHARDT,34084,2469,3,DERIVED_REPRODUCIBLE
3,124,A. TURGIS,34095,2480,3,DERIVED_REPRODUCIBLE
3,125,X. AZPARREN IRURZUN,34099,2484,3,DERIVED_REPRODUCIBLE
3,126,M. KANTER,34102,2487,3,DERIVED_REPRODUCIBLE
3,127,B. GIRMAY,34115,2500,3,DERIVED_REPRODUCIBLE
3,128,S. DILLIER,34118,2503,3,DERIVED_REPRODUCIBLE
3,129,N. DENZ,34124,2509,3,DERIVED_REPRODUCIBLE
3,130,B. VAN MOER,34131,2516,3,DERIVED_REPRODUCIBLE
3,131,D. HOOLE,34152,2537,3,DERIVED_REPRODUCIBLE
3,132,J. TRATNIK,34154,2539,3,DERIVED_REPRODUCIBLE
3,133,F. VERMEERSCH,34162,2547,3,DERIVED_REPRODUCIBLE
3,134,M. PEDERSEN,34185,2570,3,DERIVED_REPRODUCIBLE
3,135,M. RICCITELLO,34190,2575,3,DERIVED_REPRODUCIBLE
3,136,J. PHILIPSEN,34196,2581,3,DERIVED_REPRODUCIBLE
3,137,M. TRENTIN,34343,2728,3,DERIVED_REPRODUCIBLE
3,138,N. VINOKUROV,34346,2731,3,DERIVED_REPRODUCIBLE
3,139,S. WAERENSKJOLD,34351,2736,3,DERIVED_REPRODUCIBLE
3,140,B. ARMIRAIL,34429,2814,3,DERIVED_REPRODUCIBLE
3,141,A. JOHANNESSEN,34451,2836,3,DERIVED_REPRODUCIBLE
3,142,A. KIRSCH,34487,2872,3,DERIVED_REPRODUCIBLE
3,143,J. ALAPHILIPPE,34557,2942,3,DERIVED_REPRODUCIBLE
3,144,R. DHONDT,34589,2974,3,DERIVED_REPRODUCIBLE
3,145,M. KWIATKOWSKI,34655,3040,3,DERIVED_REPRODUCIBLE
3,146,J. TARLING,34709,3094,3,DERIVED_REPRODUCIBLE
3,147,A. MOLENAAR,34714,3099,3,DERIVED_REPRODUCIBLE
3,148,N. MÄRKL,34733,3118,3,DERIVED_REPRODUCIBLE
3,149,D. GODON,34752,3137,3,DERIVED_REPRODUCIBLE
3,150,L. ASKEY,34753,3138,3,DERIVED_REPRODUCIBLE
3,151,F. GANNA,34800,3185,3,DERIVED_REPRODUCIBLE
3,152,P. BITTNER,34807,3192,3,DERIVED_REPRODUCIBLE
3,153,F. BIESTERBOS,34807,3192,3,DERIVED_REPRODUCIBLE
3,154,J. DEGENKOLB,34807,3192,3,DERIVED_REPRODUCIBLE
3,155,T. MARSMAN,34812,3197,3,DERIVED_REPRODUCIBLE
3,156,T. VAN ASBROECK,34813,3198,3,DERIVED_REPRODUCIBLE
3,157,J. VAN DEN BERG,34830,3215,3,DERIVED_REPRODUCIBLE
3,158,M. LOUVEL,34854,3239,3,DERIVED_REPRODUCIBLE
3,159,J. STEWART,34861,3246,3,DERIVED_REPRODUCIBLE
3,160,F. GAVIRIA,34867,3252,3,DERIVED_REPRODUCIBLE
3,161,H. PAGE,34872,3257,3,DERIVED_REPRODUCIBLE
3,162,J. BIERMANS,34872,3257,3,DERIVED_REPRODUCIBLE
3,163,M. FRETIN,34907,3292,3,DERIVED_REPRODUCIBLE
3,164,T. MERLIER,34911,3296,3,DERIVED_REPRODUCIBLE
3,165,P. BAUHAUS,34922,3307,3,DERIVED_REPRODUCIBLE
3,166,K. GRADEK,34922,3307,3,DERIVED_REPRODUCIBLE
3,167,P. ACKERMANN,34936,3321,3,DERIVED_REPRODUCIBLE
3,168,T. VAN DIJKE,34939,3324,3,DERIVED_REPRODUCIBLE
3,169,F. WRIGHT,34942,3327,3,DERIVED_REPRODUCIBLE
3,170,H. ARTZ,34947,3332,3,DERIVED_REPRODUCIBLE
3,171,P. HAGENES,34974,3359,3,DERIVED_REPRODUCIBLE
3,172,P. ALLEGAERT,34978,3363,3,DERIVED_REPRODUCIBLE
3,173,B. VAN LERBERGHE,34989,3374,3,DERIVED_REPRODUCIBLE
3,174,L. SLOCK,35062,3447,3,DERIVED_REPRODUCIBLE
3,175,E. AFFINI,35079,3464,3,DERIVED_REPRODUCIBLE
3,176,D. BALLERINI,35109,3494,3,DERIVED_REPRODUCIBLE
3,177,O. KOOIJ,35149,3534,3,DERIVED_REPRODUCIBLE
3,178,A. DE KLEIJN,35156,3541,3,DERIVED_REPRODUCIBLE
3,179,B. VEISTROFFER,35159,3544,3,DERIVED_REPRODUCIBLE
3,180,C. BOL,35168,3553,3,DERIVED_REPRODUCIBLE
3,181,M. HALLER,35185,3570,3,DERIVED_REPRODUCIBLE
3,182,K. O’BRIEN,35272,3657,3,DERIVED_REPRODUCIBLE
4,1,T. TRÆEN,46966,0,4,DERIVED_REPRODUCIBLE
4,2,S. QUINN,46994,28,4,DERIVED_REPRODUCIBLE
4,3,M. VACEK,47196,230,4,DERIVED_REPRODUCIBLE
4,4,T. POGACAR,47439,473,4,DERIVED_REPRODUCIBLE
4,5,J. VINGEGAARD,47439,473,4,DERIVED_REPRODUCIBLE
4,6,R. DEBRUYNE,47452,486,4,DERIVED_REPRODUCIBLE
4,7,R. EVENEPOEL,47462,496,4,DERIVED_REPRODUCIBLE
4,8,I. DEL TORO,47463,497,4,DERIVED_REPRODUCIBLE
4,9,J. AYUSO,47466,500,4,DERIVED_REPRODUCIBLE
4,10,P. SEIXAS,47487,521,4,DERIVED_REPRODUCIBLE
4,11,F. LIPOWITZ,47492,526,4,DERIVED_REPRODUCIBLE
4,12,L. MARTINEZ,47508,542,4,DERIVED_REPRODUCIBLE
4,13,T. JOHANNESSEN,47510,544,4,DERIVED_REPRODUCIBLE
4,14,I. VAN WILDER,47516,550,4,DERIVED_REPRODUCIBLE
4,15,T. PIDCOCK,47521,555,4,DERIVED_REPRODUCIBLE
4,16,R. CARAPAZ,47544,578,4,DERIVED_REPRODUCIBLE
4,17,L. VAN EETVELT,47546,580,4,DERIVED_REPRODUCIBLE
4,18,M. SKJELMOSE,47549,583,4,DERIVED_REPRODUCIBLE
4,19,D. PIGANZOLI,47574,608,4,DERIVED_REPRODUCIBLE
4,20,T. ARENSMAN,47578,612,4,DERIVED_REPRODUCIBLE
4,21,J. JEGAT,47587,621,4,DERIVED_REPRODUCIBLE
4,22,S. HIGUITA,47642,676,4,DERIVED_REPRODUCIBLE
4,23,C. UIJTDEBROEKS,47643,677,4,DERIVED_REPRODUCIBLE
4,24,P. CASTRILLO,47648,682,4,DERIVED_REPRODUCIBLE
4,25,R. GARCIA,47660,694,4,DERIVED_REPRODUCIBLE
4,26,Y. VOISARD,47669,703,4,DERIVED_REPRODUCIBLE
4,27,E. BERNAL,47694,728,4,DERIVED_REPRODUCIBLE
4,28,J. PARRA,47700,734,4,DERIVED_REPRODUCIBLE
4,29,H. TEJADA,47717,751,4,DERIVED_REPRODUCIBLE
4,30,A. BAUDIN,47758,792,4,DERIVED_REPRODUCIBLE
4,31,I. IZAGIRRE,47774,808,4,DERIVED_REPRODUCIBLE
4,32,T. BENOOT,47784,818,4,DERIVED_REPRODUCIBLE
4,33,A. YATES,47799,833,4,DERIVED_REPRODUCIBLE
4,34,J. HINDLEY,47800,834,4,DERIVED_REPRODUCIBLE
4,35,A. TIBERI,47876,910,4,DERIVED_REPRODUCIBLE
4,36,Q. SIMMONS,47926,960,4,DERIVED_REPRODUCIBLE
4,37,K. VAUQUELIN,47965,999,4,DERIVED_REPRODUCIBLE
4,38,S. KUSS,48023,1057,4,DERIVED_REPRODUCIBLE
4,39,B. MCNULTY,48034,1068,4,DERIVED_REPRODUCIBLE
4,40,G. MARTIN GUYONNET,48054,1088,4,DERIVED_REPRODUCIBLE
4,41,R. GREGOIRE,48073,1107,4,DERIVED_REPRODUCIBLE
4,42,G. BENNETT,48092,1126,4,DERIVED_REPRODUCIBLE
4,43,M. JORGENSON,48118,1152,4,DERIVED_REPRODUCIBLE
4,44,Q. HERMANS,48146,1180,4,DERIVED_REPRODUCIBLE
4,45,M. VAN GILS,48386,1420,4,DERIVED_REPRODUCIBLE
4,46,N. PRODHOMME,48405,1439,4,DERIVED_REPRODUCIBLE
4,47,A. SKAARSETH,48409,1443,4,DERIVED_REPRODUCIBLE
4,48,A. PARET PEINTRE,48427,1461,4,DERIVED_REPRODUCIBLE
4,49,C. HARPER,48433,1467,4,DERIVED_REPRODUCIBLE
4,50,A. BALDERSTONE,48448,1482,4,DERIVED_REPRODUCIBLE
4,51,N. BREUILLARD,48459,1493,4,DERIVED_REPRODUCIBLE
4,52,V. PARET PEINTRE,48517,1551,4,DERIVED_REPRODUCIBLE
4,53,C. VERONA,48640,1674,4,DERIVED_REPRODUCIBLE
4,54,F. GROSSSCHARTNER,48647,1681,4,DERIVED_REPRODUCIBLE
4,55,V. VAN MECHELEN,48698,1732,4,DERIVED_REPRODUCIBLE
4,56,D. GEE,48712,1746,4,DERIVED_REPRODUCIBLE
4,57,M. VERCHER,48722,1756,4,DERIVED_REPRODUCIBLE
4,58,M. MATTHEWS,48776,1810,4,DERIVED_REPRODUCIBLE
4,59,G. ZIMMERMANN,48843,1877,4,DERIVED_REPRODUCIBLE
4,60,C. BRAZ AFONSO,48843,1877,4,DERIVED_REPRODUCIBLE
4,61,J. ROMO,48905,1939,4,DERIVED_REPRODUCIBLE
4,62,A. DELETTRE,48939,1973,4,DERIVED_REPRODUCIBLE
4,63,M. FRIGO,48940,1974,4,DERIVED_REPRODUCIBLE
4,64,M. HIRSCHI,48971,2005,4,DERIVED_REPRODUCIBLE
4,65,M. VAN DER POEL,48986,2020,4,DERIVED_REPRODUCIBLE
4,66,J. STUYVEN,49041,2075,4,DERIVED_REPRODUCIBLE
4,67,J. DELBOVE,49054,2088,4,DERIVED_REPRODUCIBLE
4,68,N. OLIVEIRA,49080,2114,4,DERIVED_REPRODUCIBLE
4,69,D. CARUSO,49116,2150,4,DERIVED_REPRODUCIBLE
4,70,L. GERMANI,49119,2153,4,DERIVED_REPRODUCIBLE
4,71,X. MEURISSE,49134,2168,4,DERIVED_REPRODUCIBLE
4,72,M. CATTANEO,49170,2204,4,DERIVED_REPRODUCIBLE
4,73,K. ASGREEN,49177,2211,4,DERIVED_REPRODUCIBLE
4,74,P. EENKHOORN,49190,2224,4,DERIVED_REPRODUCIBLE
4,75,V. CAMPENAERTS,49194,2228,4,DERIVED_REPRODUCIBLE
4,76,J. NICOLAU,49208,2242,4,DERIVED_REPRODUCIBLE
4,77,M. PEDERSEN,49220,2254,4,DERIVED_REPRODUCIBLE
4,78,A. ARANBURU,49220,2254,4,DERIVED_REPRODUCIBLE
4,79,F. VAN DEN BROEK,49226,2260,4,DERIVED_REPRODUCIBLE
4,80,B. O'CONNOR,49269,2303,4,DERIVED_REPRODUCIBLE
4,81,E. RUBIO,49276,2310,4,DERIVED_REPRODUCIBLE
4,82,M. STORER,49278,2312,4,DERIVED_REPRODUCIBLE
4,83,N. DENZ,49316,2350,4,DERIVED_REPRODUCIBLE
4,84,T. SKUJINS,49327,2361,4,DERIVED_REPRODUCIBLE
4,85,L. PLAPP,49328,2362,4,DERIVED_REPRODUCIBLE
4,86,M. SCHMID,49387,2421,4,DERIVED_REPRODUCIBLE
4,87,E. COSTIOU,49393,2427,4,DERIVED_REPRODUCIBLE
4,88,S. BERWICK,49461,2495,4,DERIVED_REPRODUCIBLE
4,89,M. LE BERRE,49515,2549,4,DERIVED_REPRODUCIBLE
4,90,E. VERSTRYNGE,49521,2555,4,DERIVED_REPRODUCIBLE
4,91,M. CORT NIELSEN,49568,2602,4,DERIVED_REPRODUCIBLE
4,92,T. WELLENS,49571,2605,4,DERIVED_REPRODUCIBLE
4,93,G. STEINHAUSER,49579,2613,4,DERIVED_REPRODUCIBLE
4,94,J. CEPEDA,49585,2619,4,DERIVED_REPRODUCIBLE
4,95,M. VALGREN,49595,2629,4,DERIVED_REPRODUCIBLE
4,96,L. VERVAEKE,49598,2632,4,DERIVED_REPRODUCIBLE
4,97,E. PLANCKAERT,49604,2638,4,DERIVED_REPRODUCIBLE
4,98,S. VELASCO,49615,2649,4,DERIVED_REPRODUCIBLE
4,99,R. PLUIMERS,49615,2649,4,DERIVED_REPRODUCIBLE
4,100,B. HEALY,49630,2664,4,DERIVED_REPRODUCIBLE
4,101,Q. PACHER,49644,2678,4,DERIVED_REPRODUCIBLE
4,102,B. VAN MOER,49654,2688,4,DERIVED_REPRODUCIBLE
4,103,J. TRATNIK,49677,2711,4,DERIVED_REPRODUCIBLE
4,104,J. ABRAHAMSEN,49688,2722,4,DERIVED_REPRODUCIBLE
4,105,J. BERCKMOES,49688,2722,4,DERIVED_REPRODUCIBLE
4,106,L. CRAPS,49691,2725,4,DERIVED_REPRODUCIBLE
4,107,T. FOSS,49714,2748,4,DERIVED_REPRODUCIBLE
4,108,N. POLITT,49715,2749,4,DERIVED_REPRODUCIBLE
4,109,J. OTRUBA,49740,2774,4,DERIVED_REPRODUCIBLE
4,110,R. STANNARD,49743,2777,4,DERIVED_REPRODUCIBLE
4,111,C. RUSSO,49745,2779,4,DERIVED_REPRODUCIBLE
4,112,B. THOMAS,49757,2791,4,DERIVED_REPRODUCIBLE
4,113,L. DURBRIDGE,49779,2813,4,DERIVED_REPRODUCIBLE
4,114,T. GUERNALEC,49801,2835,4,DERIVED_REPRODUCIBLE
4,115,M. HEßMANN,49803,2837,4,DERIVED_REPRODUCIBLE
4,116,A. GATE,49827,2861,4,DERIVED_REPRODUCIBLE
4,117,A. CHARMIG,49827,2861,4,DERIVED_REPRODUCIBLE
4,118,M. WALKER,49834,2868,4,DERIVED_REPRODUCIBLE
4,119,D. HOWSON,49836,2870,4,DERIVED_REPRODUCIBLE
4,120,W. BARGUIL,49857,2891,4,DERIVED_REPRODUCIBLE
4,121,K. NEILANDS,49882,2916,4,DERIVED_REPRODUCIBLE
4,122,J. RICKAERT,49883,2917,4,DERIVED_REPRODUCIBLE
4,123,M. MOHORIC,49894,2928,4,DERIVED_REPRODUCIBLE
4,124,A. MOLENAAR,49906,2940,4,DERIVED_REPRODUCIBLE
4,125,F. ENGELHARDT,49908,2942,4,DERIVED_REPRODUCIBLE
4,126,A. TURGIS,49919,2953,4,DERIVED_REPRODUCIBLE
4,127,X. AZPARREN IRURZUN,49923,2957,4,DERIVED_REPRODUCIBLE
4,128,S. DILLIER,49942,2976,4,DERIVED_REPRODUCIBLE
4,129,D. HOOLE,49976,3010,4,DERIVED_REPRODUCIBLE
4,130,A. KIRSCH,50006,3040,4,DERIVED_REPRODUCIBLE
4,131,M. RICCITELLO,50014,3048,4,DERIVED_REPRODUCIBLE
4,132,D. VAN BAARLE,50058,3092,4,DERIVED_REPRODUCIBLE
4,133,B. ARMIRAIL,50253,3287,4,DERIVED_REPRODUCIBLE
4,134,S. OLDANI,50255,3289,4,DERIVED_REPRODUCIBLE
4,135,A. JOHANNESSEN,50275,3309,4,DERIVED_REPRODUCIBLE
4,136,N. VINOKUROV,50281,3315,4,DERIVED_REPRODUCIBLE
4,137,M. TEUNISSEN,50323,3357,4,DERIVED_REPRODUCIBLE
4,138,J. ALAPHILIPPE,50381,3415,4,DERIVED_REPRODUCIBLE
4,139,R. DHONDT,50413,3447,4,DERIVED_REPRODUCIBLE
4,140,M. KANTER,50475,3509,4,DERIVED_REPRODUCIBLE
4,141,M. KWIATKOWSKI,50479,3513,4,DERIVED_REPRODUCIBLE
4,142,B. GIRMAY,50488,3522,4,DERIVED_REPRODUCIBLE
4,143,F. VERMEERSCH,50535,3569,4,DERIVED_REPRODUCIBLE
4,144,N. MÄRKL,50557,3591,4,DERIVED_REPRODUCIBLE
4,145,J. PHILIPSEN,50602,3636,4,DERIVED_REPRODUCIBLE
4,146,F. BIESTERBOS,50631,3665,4,DERIVED_REPRODUCIBLE
4,147,T. MARSMAN,50636,3670,4,DERIVED_REPRODUCIBLE
4,148,T. VAN ASBROECK,50637,3671,4,DERIVED_REPRODUCIBLE
4,149,H. PAGE,50696,3730,4,DERIVED_REPRODUCIBLE
4,150,J. BIERMANS,50696,3730,4,DERIVED_REPRODUCIBLE
4,151,S. WAERENSKJOLD,50724,3758,4,DERIVED_REPRODUCIBLE
4,152,T. VAN DIJKE,50763,3797,4,DERIVED_REPRODUCIBLE
4,153,F. WRIGHT,50766,3800,4,DERIVED_REPRODUCIBLE
4,154,P. HAGENES,50798,3832,4,DERIVED_REPRODUCIBLE
4,155,M. TRENTIN,50901,3935,4,DERIVED_REPRODUCIBLE
4,156,E. AFFINI,50903,3937,4,DERIVED_REPRODUCIBLE
4,157,B. VEISTROFFER,50983,4017,4,DERIVED_REPRODUCIBLE
4,158,D. GODON,51125,4159,4,DERIVED_REPRODUCIBLE
4,159,L. ASKEY,51126,4160,4,DERIVED_REPRODUCIBLE
4,160,J. TARLING,51163,4197,4,DERIVED_REPRODUCIBLE
4,161,F. GANNA,51173,4207,4,DERIVED_REPRODUCIBLE
4,162,P. BITTNER,51180,4214,4,DERIVED_REPRODUCIBLE
4,163,J. DEGENKOLB,51180,4214,4,DERIVED_REPRODUCIBLE
4,164,J. VAN DEN BERG,51203,4237,4,DERIVED_REPRODUCIBLE
4,165,M. LOUVEL,51227,4261,4,DERIVED_REPRODUCIBLE
4,166,J. STEWART,51234,4268,4,DERIVED_REPRODUCIBLE
4,167,F. GAVIRIA,51240,4274,4,DERIVED_REPRODUCIBLE
4,168,M. FRETIN,51280,4314,4,DERIVED_REPRODUCIBLE
4,169,T. MERLIER,51284,4318,4,DERIVED_REPRODUCIBLE
4,170,P. BAUHAUS,51295,4329,4,DERIVED_REPRODUCIBLE
4,171,K. GRADEK,51295,4329,4,DERIVED_REPRODUCIBLE
4,172,P. ACKERMANN,51342,4376,4,DERIVED_REPRODUCIBLE
4,173,P. ALLEGAERT,51351,4385,4,DERIVED_REPRODUCIBLE
4,174,H. ARTZ,51353,4387,4,DERIVED_REPRODUCIBLE
4,175,B. VAN LERBERGHE,51395,4429,4,DERIVED_REPRODUCIBLE
4,176,L. SLOCK,51468,4502,4,DERIVED_REPRODUCIBLE
4,177,D. BALLERINI,51482,4516,4,DERIVED_REPRODUCIBLE
4,178,O. KOOIJ,51522,4556,4,DERIVED_REPRODUCIBLE
4,179,C. BOL,51541,4575,4,DERIVED_REPRODUCIBLE
4,180,A. DE KLEIJN,51714,4748,4,DERIVED_REPRODUCIBLE
4,181,M. HALLER,51743,4777,4,DERIVED_REPRODUCIBLE
5,1,T. TRÆEN,59527,0,5,DERIVED_REPRODUCIBLE
5,2,S. QUINN,59555,28,5,DERIVED_REPRODUCIBLE
5,3,M. VACEK,59757,230,5,DERIVED_REPRODUCIBLE
