stage_number,rank,rider,bib,team,finish_time_s,gap_s,bonus_s,penalty_s,status
12,29,X. MEURISSE,176,PINARELLO-Q36.5 PRO CYCLING TEAM,13133,0,0,0,OBSERVED_FACT
12,30,Q. HERMANS,174,PINARELLO-Q36.5 PRO CYCLING TEAM,13133,0,0,0,OBSERVED_FACT
12,31,M. HALLER,193,TUDOR PRO CYCLING TEAM,13133,0,0,0,OBSERVED_FACT
12,32,M. MOHORIC,75,BAHRAIN VICTORIOUS,13133,0,0,0,OBSERVED_FACT
12,33,J. RICKAERT,107,ALPECIN-PREMIER TECH,13133,0,0,0,OBSERVED_FACT
12,34,C. BOL,53,DECATHLON CMA CGM TEAM,13133,0,0,0,OBSERVED_FACT
12,35,P. SEIXAS,51,DECATHLON CMA CGM TEAM,13133,0,0,0,OBSERVED_FACT
12,36,N. PRODHOMME,57,DECATHLON CMA CGM TEAM,13133,0,0,0,OBSERVED_FACT
12,37,T. VAN ASBROECK,138,NSN CYCLING TEAM,13133,0,0,0,OBSERVED_FACT
12,38,A. TIBERI,77,BAHRAIN VICTORIOUS,13133,0,0,0,OBSERVED_FACT
12,39,D. HOOLE,54,DECATHLON CMA CGM TEAM,13133,0,0,0,OBSERVED_FACT
12,40,R. GREGOIRE,181,GROUPAMA-FDJ UNITED,13133,0,0,0,OBSERVED_FACT
12,41,M. SKJELMOSE,35,LIDL-TREK,13133,0,0,0,OBSERVED_FACT
12,42,J. VINGEGAARD,11,TEAM VISMA | LEASE A BIKE,13133,0,0,0,OBSERVED_FACT
12,43,E. AFFINI,12,TEAM VISMA | LEASE A BIKE,13133,0,0,0,OBSERVED_FACT
12,44,Q. SIMMONS,34,LIDL-TREK,13133,0,0,0,OBSERVED_FACT
12,45,C. BRAZ AFONSO,183,GROUPAMA-FDJ UNITED,13133,0,0,0,OBSERVED_FACT
12,46,Y. VOISARD,198,TUDOR PRO CYCLING TEAM,13133,0,0,0,OBSERVED_FACT
12,47,J. JEGAT,201,TOTALENERGIES,13133,0,0,0,OBSERVED_FACT
12,48,T. GUERNALEC,205,TOTALENERGIES,13133,0,0,0,OBSERVED_FACT
12,49,N. POLITT,5,UAE TEAM EMIRATES XRG,13133,0,0,0,OBSERVED_FACT
12,50,T. POGACAR,1,UAE TEAM EMIRATES XRG,13133,0,0,0,OBSERVED_FACT
12,51,M. MATTHEWS,115,TEAM JAYCO ALULA,13133,0,0,0,OBSERVED_FACT
12,52,F. LIPOWITZ,25,RED BULL - BORA - HANSGROHE,13133,0,0,0,OBSERVED_FACT
12,53,B. MCNULTY,4,UAE TEAM EMIRATES XRG,13133,0,0,0,OBSERVED_FACT
12,54,A. CHARMIG,123,UNO-X MOBILITY,13133,0,0,0,OBSERVED_FACT
12,55,J. HINDLEY,24,RED BULL - BORA - HANSGROHE,13133,0,0,0,OBSERVED_FACT
12,56,A. YATES,8,UAE TEAM EMIRATES XRG,13133,0,0,0,OBSERVED_FACT
12,57,L. GERMANI,185,GROUPAMA-FDJ UNITED,13133,0,0,0,OBSERVED_FACT
12,58,I. DEL TORO,2,UAE TEAM EMIRATES XRG,13133,0,0,0,OBSERVED_FACT
12,59,I. VAN WILDER,97,SOUDAL QUICK-STEP,13133,0,0,0,OBSERVED_FACT
12,60,D. CARUSO,73,BAHRAIN VICTORIOUS,13133,0,0,0,OBSERVED_FACT
12,61,T. VAN DIJKE,27,RED BULL - BORA - HANSGROHE,13133,0,0,0,OBSERVED_FACT
12,62,T. BENOOT,52,DECATHLON CMA CGM TEAM,13133,0,0,0,OBSERVED_FACT
12,63,S. QUINN,45,EF EDUCATION - EASYPOST,13133,0,0,0,OBSERVED_FACT
12,64,J. AYUSO,31,LIDL-TREK,13133,0,0,0,OBSERVED_FACT
12,65,S. KUSS,17,TEAM VISMA | LEASE A BIKE,13133,0,0,0,OBSERVED_FACT
12,66,R. CARAPAZ,41,EF EDUCATION - EASYPOST,13133,0,0,0,OBSERVED_FACT
12,67,D. PIGANZOLI,18,TEAM VISMA | LEASE A BIKE,13133,0,0,0,OBSERVED_FACT
12,68,B. VAN MOER,177,PINARELLO-Q36.5 PRO CYCLING TEAM,13133,0,0,0,OBSERVED_FACT
12,69,M. HEßMANN,145,MOVISTAR TEAM,13133,0,0,0,OBSERVED_FACT
12,70,M. RICCITELLO,58,DECATHLON CMA CGM TEAM,13133,0,0,0,OBSERVED_FACT
12,71,M. VAN GILS,28,RED BULL - BORA - HANSGROHE,13133,0,0,0,OBSERVED_FACT
12,72,F. GROSSSCHARTNER,3,UAE TEAM EMIRATES XRG,13133,0,0,0,OBSERVED_FACT
12,73,P. CASTRILLO,142,MOVISTAR TEAM,13133,0,0,0,OBSERVED_FACT
12,74,A. KIRSCH,166,COFIDIS,13133,0,0,0,OBSERVED_FACT
12,75,T. SKUJINS,36,LIDL-TREK,13133,0,0,0,OBSERVED_FACT
12,76,A. GATE,63,XDS ASTANA TEAM,13133,0,0,0,OBSERVED_FACT
12,77,G. MARTIN GUYONNET,186,GROUPAMA-FDJ UNITED,13133,0,0,0,OBSERVED_FACT
12,78,K. GRADEK,74,BAHRAIN VICTORIOUS,13133,0,0,0,OBSERVED_FACT
12,79,F. ENGELHARDT,114,TEAM JAYCO ALULA,13133,0,0,0,OBSERVED_FACT
12,80,M. VERCHER,208,TOTALENERGIES,13133,0,0,0,OBSERVED_FACT
12,81,J. DELBOVE,203,TOTALENERGIES,13133,0,0,0,OBSERVED_FACT
12,82,M. VACEK,37,LIDL-TREK,13133,0,0,0,OBSERVED_FACT
12,83,R. DEBRUYNE,102,ALPECIN-PREMIER TECH,13133,0,0,0,OBSERVED_FACT
12,84,M. LOUVEL,135,NSN CYCLING TEAM,13133,0,0,0,OBSERVED_FACT
12,85,L. ASKEY,132,NSN CYCLING TEAM,13133,0,0,0,OBSERVED_FACT
12,86,P. BITTNER,213,TEAM PICNIC POSTNL,13133,0,0,0,OBSERVED_FACT
12,87,W. BARGUIL,211,TEAM PICNIC POSTNL,13133,0,0,0,OBSERVED_FACT
12,88,J. VAN DEN BERG,217,TEAM PICNIC POSTNL,13133,0,0,0,OBSERVED_FACT
12,89,D. HOWSON,175,PINARELLO-Q36.5 PRO CYCLING TEAM,13133,0,0,0,OBSERVED_FACT
12,90,D. GEE,32,LIDL-TREK,13133,0,0,0,OBSERVED_FACT
12,91,E. PLANCKAERT,106,ALPECIN-PREMIER TECH,13133,0,0,0,OBSERVED_FACT
12,92,P. HAGENES,15,TEAM VISMA | LEASE A BIKE,13133,0,0,0,OBSERVED_FACT
12,93,N. OLIVEIRA,146,MOVISTAR TEAM,13133,0,0,0,OBSERVED_FACT
12,94,S. VELASCO,67,XDS ASTANA TEAM,13133,0,0,0,OBSERVED_FACT
12,95,L. VERVAEKE,98,SOUDAL QUICK-STEP,13133,0,0,0,OBSERVED_FACT
12,96,J. PARRA,228,CAJA RURAL-SEGUROS RGA,13133,0,0,0,OBSERVED_FACT
12,97,Q. PACHER,187,GROUPAMA-FDJ UNITED,13133,0,0,0,OBSERVED_FACT
12,98,R. GARCIA,144,MOVISTAR TEAM,13133,0,0,0,OBSERVED_FACT
12,99,J. ROMO,147,MOVISTAR TEAM,13133,0,0,0,OBSERVED_FACT
12,100,J. TRATNIK,26,RED BULL - BORA - HANSGROHE,13133,0,0,0,OBSERVED_FACT
12,101,P. ALLEGAERT,162,COFIDIS,13133,0,0,0,OBSERVED_FACT
12,102,H. PAGE,167,COFIDIS,13133,0,0,0,OBSERVED_FACT
12,103,M. CATTANEO,22,RED BULL - BORA - HANSGROHE,13133,0,0,0,OBSERVED_FACT
12,104,D. BALLERINI,62,XDS ASTANA TEAM,13133,0,0,0,OBSERVED_FACT
12,105,C. VERONA,38,LIDL-TREK,13133,0,0,0,OBSERVED_FACT
12,106,B. O'CONNOR,111,TEAM JAYCO ALULA,13133,0,0,0,OBSERVED_FACT
12,107,S. WAERENSKJOLD,128,UNO-X MOBILITY,13133,0,0,0,OBSERVED_FACT
12,108,A. JOHANNESSEN,125,UNO-X MOBILITY,13133,0,0,0,OBSERVED_FACT
12,109,L. MARTINEZ,71,BAHRAIN VICTORIOUS,13133,0,0,0,OBSERVED_FACT
12,110,P. BAUHAUS,72,BAHRAIN VICTORIOUS,13133,0,0,0,OBSERVED_FACT
12,111,J. DEGENKOLB,214,TEAM PICNIC POSTNL,13133,0,0,0,OBSERVED_FACT
12,112,L. CRAPS,154,LOTTO INTERMARCHE,13133,0,0,0,OBSERVED_FACT
12,113,L. VAN EETVELT,156,LOTTO INTERMARCHE,13133,0,0,0,OBSERVED_FACT
12,114,L. DURBRIDGE,113,TEAM JAYCO ALULA,13133,0,0,0,OBSERVED_FACT
12,115,M. FRIGO,134,NSN CYCLING TEAM,13133,0,0,0,OBSERVED_FACT
12,116,T. MARSMAN,104,ALPECIN-PREMIER TECH,13133,0,0,0,OBSERVED_FACT
12,117,B. THOMAS,168,COFIDIS,13133,0,0,0,OBSERVED_FACT
12,118,M. VALGREN,47,EF EDUCATION - EASYPOST,13133,0,0,0,OBSERVED_FACT
12,119,B. ARMIRAIL,13,TEAM VISMA | LEASE A BIKE,13133,0,0,0,OBSERVED_FACT
12,120,M. LE BERRE,206,TOTALENERGIES,13133,0,0,0,OBSERVED_FACT
12,121,L. PLAPP,117,TEAM JAYCO ALULA,13133,0,0,0,OBSERVED_FACT
12,122,A. BAUDIN,43,EF EDUCATION - EASYPOST,13133,0,0,0,OBSERVED_FACT
12,123,A. BALDERSTONE,222,CAJA RURAL-SEGUROS RGA,13133,0,0,0,OBSERVED_FACT
12,124,E. BERNAL,81,NETCOMPANY INEOS CYCLING TEAM,13133,0,0,0,OBSERVED_FACT
12,125,J. ABRAHAMSEN,122,UNO-X MOBILITY,13133,0,0,0,OBSERVED_FACT
12,126,A. SKAARSETH,126,UNO-X MOBILITY,13133,0,0,0,OBSERVED_FACT
12,127,M. WALKER,48,EF EDUCATION - EASYPOST,13133,0,0,0,OBSERVED_FACT
12,128,A. ARANBURU,163,COFIDIS,13133,0,0,0,OBSERVED_FACT
12,129,B. HEALY,44,EF EDUCATION - EASYPOST,13133,0,0,0,OBSERVED_FACT
12,130,E. RUBIO,148,MOVISTAR TEAM,13133,0,0,0,OBSERVED_FACT
12,131,S. HIGUITA,61,XDS ASTANA TEAM,13133,0,0,0,OBSERVED_FACT
12,132,M. KWIATKOWSKI,86,NETCOMPANY INEOS CYCLING TEAM,13133,0,0,0,OBSERVED_FACT
12,133,G. ZIMMERMANN,158,LOTTO INTERMARCHE,13133,0,0,0,OBSERVED_FACT
12,134,T. ARENSMAN,82,NETCOMPANY INEOS CYCLING TEAM,13133,0,0,0,OBSERVED_FACT
12,135,T. FOSS,83,NETCOMPANY INEOS CYCLING TEAM,13133,0,0,0,OBSERVED_FACT
12,136,J. TARLING,87,NETCOMPANY INEOS CYCLING TEAM,13133,0,0,0,OBSERVED_FACT
12,137,M. HIRSCHI,194,TUDOR PRO CYCLING TEAM,13133,0,0,0,OBSERVED_FACT
12,138,V. CAMPENAERTS,14,TEAM VISMA | LEASE A BIKE,13133,0,0,0,OBSERVED_FACT
12,139,N. VINOKUROV,68,XDS ASTANA TEAM,13133,0,0,0,OBSERVED_FACT
12,140,N. BREUILLARD,202,TOTALENERGIES,13133,0,0,0,OBSERVED_FACT
12,141,J. CEPEDA,143,MOVISTAR TEAM,13133,0,0,0,OBSERVED_FACT
12,142,I. IZAGIRRE,161,COFIDIS,13133,0,0,0,OBSERVED_FACT
12,143,F. VAN DEN BROEK,218,TEAM PICNIC POSTNL,13133,0,0,0,OBSERVED_FACT
12,144,V. VAN MECHELEN,78,BAHRAIN VICTORIOUS,13133,0,0,0,OBSERVED_FACT
12,145,H. TEJADA,65,XDS ASTANA TEAM,13339,206,0,0,OBSERVED_FACT
12,146,M. STORER,196,TUDOR PRO CYCLING TEAM,13339,206,0,0,OBSERVED_FACT
12,147,S. BERWICK,223,CAJA RURAL-SEGUROS RGA,13339,206,0,0,OBSERVED_FACT
12,148,D. GODON,85,NETCOMPANY INEOS CYCLING TEAM,13133,0,0,0,OBSERVED_FACT
12,149,K. VAUQUELIN,88,NETCOMPANY INEOS CYCLING TEAM,13133,0,0,0,OBSERVED_FACT
12,150,X. AZPARREN IRURZUN,172,PINARELLO-Q36.5 PRO CYCLING TEAM,13366,233,0,0,OBSERVED_FACT
12,151,F. GAVIRIA,221,CAJA RURAL-SEGUROS RGA,13133,0,0,0,OBSERVED_FACT
12,152,S. OLDANI,226,CAJA RURAL-SEGUROS RGA,13133,0,0,0,OBSERVED_FACT
12,153,R. DHONDT,215,TEAM PICNIC POSTNL,13389,256,0,0,OBSERVED_FACT
12,154,D. VAN BAARLE,95,SOUDAL QUICK-STEP,13432,299,0,0,OBSERVED_FACT
12,155,J. BERCKMOES,153,LOTTO INTERMARCHE,13133,0,0,0,OBSERVED_FACT
12,156,L. SLOCK,155,LOTTO INTERMARCHE,13133,0,0,0,OBSERVED_FACT
12,157,V. PARET PEINTRE,93,SOUDAL QUICK-STEP,13470,337,0,0,OBSERVED_FACT
12,158,N. DENZ,23,RED BULL - BORA - HANSGROHE,13470,337,0,0,OBSERVED_FACT
12,159,F. BIESTERBOS,212,TEAM PICNIC POSTNL,13470,337,0,0,OBSERVED_FACT
12,160,F. GANNA,84,NETCOMPANY INEOS CYCLING TEAM,13571,438,0,0,OBSERVED_FACT
12,161,B. VEISTROFFER,157,LOTTO INTERMARCHE,13599,466,0,0,OBSERVED_FACT
12,162,T. WELLENS,7,UAE TEAM EMIRATES XRG,13599,466,0,0,OBSERVED_FACT
12,163,N. MÄRKL,216,TEAM PICNIC POSTNL,13599,466,0,0,OBSERVED_FACT
12,164,J. NICOLAU,225,CAJA RURAL-SEGUROS RGA,13599,466,0,0,OBSERVED_FACT
12,165,J. ALAPHILIPPE,191,TUDOR PRO CYCLING TEAM,13599,466,0,0,OBSERVED_FACT
12,166,G. STEINHAUSER,46,EF EDUCATION - EASYPOST,13599,466,0,0,OBSERVED_FACT
12,167,M. JORGENSON,16,TEAM VISMA | LEASE A BIKE,13599,466,0,0,OBSERVED_FACT
12,168,E. VERSTRYNGE,108,ALPECIN-PREMIER TECH,13599,466,0,0,OBSERVED_FACT
12,169,K. NEILANDS,136,NSN CYCLING TEAM,13599,466,0,0,OBSERVED_FACT
12,170,S. DILLIER,103,ALPECIN-PREMIER TECH,13599,466,0,0,OBSERVED_FACT
12,171,J. OTRUBA,227,CAJA RURAL-SEGUROS RGA,13599,466,0,0,OBSERVED_FACT
12,172,P. EENKHOORN,92,SOUDAL QUICK-STEP,13599,466,0,0,OBSERVED_FACT
12,173,E. COSTIOU,184,GROUPAMA-FDJ UNITED,13599,466,0,0,OBSERVED_FACT
12,174,G. BENNETT,133,NSN CYCLING TEAM,13599,466,0,0,OBSERVED_FACT
13,1,M. SCHMID,118,TEAM JAYCO ALULA,14818,0,10,0,OBSERVED_FACT
13,2,H. TEJADA,65,XDS ASTANA TEAM,14818,0,6,0,OBSERVED_FACT
13,3,T. PIDCOCK,171,PINARELLO-Q36.5 PRO CYCLING TEAM,14820,2,4,0,OBSERVED_FACT
13,4,M. VAN GILS,28,RED BULL - BORA - HANSGROHE,14820,2,0,0,OBSERVED_FACT
13,5,B. MCNULTY,4,UAE TEAM EMIRATES XRG,14820,2,0,0,OBSERVED_FACT
13,6,K. VAUQUELIN,88,NETCOMPANY INEOS CYCLING TEAM,14820,2,0,0,OBSERVED_FACT
13,7,J. JEGAT,201,TOTALENERGIES,14820,2,0,0,OBSERVED_FACT
13,8,C. BRAZ AFONSO,183,GROUPAMA-FDJ UNITED,14820,2,0,0,OBSERVED_FACT
13,9,T. WELLENS,7,UAE TEAM EMIRATES XRG,14820,2,0,0,OBSERVED_FACT
13,10,L. PLAPP,117,TEAM JAYCO ALULA,14829,11,0,0,OBSERVED_FACT
13,11,R. GARCIA,144,MOVISTAR TEAM,14875,57,0,0,OBSERVED_FACT
13,12,M. VALGREN,47,EF EDUCATION - EASYPOST,14877,59,0,0,OBSERVED_FACT
13,13,M. MATTHEWS,115,TEAM JAYCO ALULA,14879,61,0,0,OBSERVED_FACT
13,14,N. BREUILLARD,202,TOTALENERGIES,14879,61,0,0,OBSERVED_FACT
13,15,M. HIRSCHI,194,TUDOR PRO CYCLING TEAM,14879,61,0,0,OBSERVED_FACT
13,16,G. BENNETT,133,NSN CYCLING TEAM,14879,61,0,0,OBSERVED_FACT
13,17,L. CRAPS,154,LOTTO INTERMARCHE,14879,61,0,0,OBSERVED_FACT
13,18,I. IZAGIRRE,161,COFIDIS,14881,63,0,0,OBSERVED_FACT
13,19,B. O'CONNOR,111,TEAM JAYCO ALULA,14886,68,0,0,OBSERVED_FACT
13,20,M. CORT NIELSEN,124,UNO-X MOBILITY,14961,143,0,0,OBSERVED_FACT
13,21,A. ARANBURU,163,COFIDIS,14961,143,0,0,OBSERVED_FACT
13,22,J. PARRA,228,CAJA RURAL-SEGUROS RGA,14961,143,0,0,OBSERVED_FACT
13,23,R. PLUIMERS,195,TUDOR PRO CYCLING TEAM,14961,143,0,0,OBSERVED_FACT
13,24,E. VERSTRYNGE,108,ALPECIN-PREMIER TECH,14963,145,0,0,OBSERVED_FACT
13,25,R. DHONDT,215,TEAM PICNIC POSTNL,15017,199,0,0,OBSERVED_FACT
13,26,R. GREGOIRE,181,GROUPAMA-FDJ UNITED,15017,199,0,0,OBSERVED_FACT
13,27,J. DELBOVE,203,TOTALENERGIES,15017,199,0,0,OBSERVED_FACT
13,28,N. VINOKUROV,68,XDS ASTANA TEAM,15172,354,0,0,OBSERVED_FACT
13,29,B. THOMAS,168,COFIDIS,15172,354,0,0,OBSERVED_FACT
13,30,M. VERCHER,208,TOTALENERGIES,15172,354,0,0,OBSERVED_FACT
13,31,B. HEALY,44,EF EDUCATION - EASYPOST,15208,390,0,0,OBSERVED_FACT
13,32,Q. PACHER,187,GROUPAMA-FDJ UNITED,15216,398,0,0,OBSERVED_FACT
13,33,Q. SIMMONS,34,LIDL-TREK,15270,452,0,0,OBSERVED_FACT
13,34,R. EVENEPOEL,21,RED BULL - BORA - HANSGROHE,15270,452,0,0,OBSERVED_FACT
13,35,J. HINDLEY,24,RED BULL - BORA - HANSGROHE,15270,452,0,0,OBSERVED_FACT
13,36,F. LIPOWITZ,25,RED BULL - BORA - HANSGROHE,15270,452,0,0,OBSERVED_FACT
13,37,A. YATES,8,UAE TEAM EMIRATES XRG,15270,452,0,0,OBSERVED_FACT
13,38,T. POGACAR,1,UAE TEAM EMIRATES XRG,15270,452,0,0,OBSERVED_FACT
13,39,I. DEL TORO,2,UAE TEAM EMIRATES XRG,15270,452,0,0,OBSERVED_FACT
13,40,P. HAGENES,15,TEAM VISMA | LEASE A BIKE,15270,452,0,0,OBSERVED_FACT
13,41,J. VINGEGAARD,11,TEAM VISMA | LEASE A BIKE,15270,452,0,0,OBSERVED_FACT
13,42,V. CAMPENAERTS,14,TEAM VISMA | LEASE A BIKE,15270,452,0,0,OBSERVED_FACT
13,43,D. PIGANZOLI,18,TEAM VISMA | LEASE A BIKE,15270,452,0,0,OBSERVED_FACT
13,44,S. KUSS,17,TEAM VISMA | LEASE A BIKE,15270,452,0,0,OBSERVED_FACT
13,45,D. GEE,32,LIDL-TREK,15270,452,0,0,OBSERVED_FACT
13,46,M. SKJELMOSE,35,LIDL-TREK,15270,452,0,0,OBSERVED_FACT
13,47,J. AYUSO,31,LIDL-TREK,15270,452,0,0,OBSERVED_FACT
13,48,C. VERONA,38,LIDL-TREK,15270,452,0,0,OBSERVED_FACT
13,49,T. BENOOT,52,DECATHLON CMA CGM TEAM,15270,452,0,0,OBSERVED_FACT
13,50,N. PRODHOMME,57,DECATHLON CMA CGM TEAM,15270,452,0,0,OBSERVED_FACT
13,51,P. SEIXAS,51,DECATHLON CMA CGM TEAM,15270,452,0,0,OBSERVED_FACT
13,52,M. RICCITELLO,58,DECATHLON CMA CGM TEAM,15270,452,0,0,OBSERVED_FACT
13,53,T. FOSS,83,NETCOMPANY INEOS CYCLING TEAM,15270,452,0,0,OBSERVED_FACT
13,54,T. ARENSMAN,82,NETCOMPANY INEOS CYCLING TEAM,15270,452,0,0,OBSERVED_FACT
13,55,E. BERNAL,81,NETCOMPANY INEOS CYCLING TEAM,15270,452,0,0,OBSERVED_FACT
13,56,M. CATTANEO,22,RED BULL - BORA - HANSGROHE,15270,452,0,0,OBSERVED_FACT
13,57,A. JOHANNESSEN,125,UNO-X MOBILITY,15270,452,0,0,OBSERVED_FACT
13,58,T. JOHANNESSEN,121,UNO-X MOBILITY,15270,452,0,0,OBSERVED_FACT
13,59,R. CARAPAZ,41,EF EDUCATION - EASYPOST,15270,452,0,0,OBSERVED_FACT
13,60,I. VAN WILDER,97,SOUDAL QUICK-STEP,15270,452,0,0,OBSERVED_FACT
13,61,S. QUINN,45,EF EDUCATION - EASYPOST,15270,452,0,0,OBSERVED_FACT
13,62,M. MOHORIC,75,BAHRAIN VICTORIOUS,15270,452,0,0,OBSERVED_FACT
13,63,Y. VOISARD,198,TUDOR PRO CYCLING TEAM,15270,452,0,0,OBSERVED_FACT
13,64,L. MARTINEZ,71,BAHRAIN VICTORIOUS,15270,452,0,0,OBSERVED_FACT
13,65,X. MEURISSE,176,PINARELLO-Q36.5 PRO CYCLING TEAM,15270,452,0,0,OBSERVED_FACT
13,66,A. BALDERSTONE,222,CAJA RURAL-SEGUROS RGA,15270,452,0,0,OBSERVED_FACT
13,67,R. DEBRUYNE,102,ALPECIN-PREMIER TECH,15270,452,0,0,OBSERVED_FACT
13,68,N. OLIVEIRA,146,MOVISTAR TEAM,15270,452,0,0,OBSERVED_FACT
13,69,G. MARTIN GUYONNET,186,GROUPAMA-FDJ UNITED,15270,452,0,0,OBSERVED_FACT
13,70,V. VAN MECHELEN,78,BAHRAIN VICTORIOUS,15285,467,0,0,OBSERVED_FACT
13,71,T. VAN DIJKE,27,RED BULL - BORA - HANSGROHE,15312,494,0,0,OBSERVED_FACT
13,72,K. ASGREEN,42,EF EDUCATION - EASYPOST,15319,501,0,0,OBSERVED_FACT
13,73,Q. HERMANS,174,PINARELLO-Q36.5 PRO CYCLING TEAM,15335,517,0,0,OBSERVED_FACT
13,74,S. OLDANI,226,CAJA RURAL-SEGUROS RGA,15366,548,0,0,OBSERVED_FACT
13,75,V. PARET PEINTRE,93,SOUDAL QUICK-STEP,15380,562,0,0,OBSERVED_FACT
13,76,M. HEßMANN,145,MOVISTAR TEAM,15661,843,0,0,OBSERVED_FACT
13,77,J. ABRAHAMSEN,122,UNO-X MOBILITY,15661,843,0,0,OBSERVED_FACT
13,78,C. RUSSO,188,GROUPAMA-FDJ UNITED,15679,861,0,0,OBSERVED_FACT
13,79,L. GERMANI,185,GROUPAMA-FDJ UNITED,15679,861,0,0,OBSERVED_FACT
13,80,E. PLANCKAERT,106,ALPECIN-PREMIER TECH,15756,938,0,0,OBSERVED_FACT
13,81,B. GIRMAY,131,NSN CYCLING TEAM,15852,1034,0,0,OBSERVED_FACT
13,82,D. BALLERINI,62,XDS ASTANA TEAM,15852,1034,0,0,OBSERVED_FACT
13,83,S. HIGUITA,61,XDS ASTANA TEAM,15854,1036,0,0,OBSERVED_FACT
13,84,D. CARUSO,73,BAHRAIN VICTORIOUS,15857,1039,0,0,OBSERVED_FACT
13,85,G. STEINHAUSER,46,EF EDUCATION - EASYPOST,15857,1039,0,0,OBSERVED_FACT
13,86,J. ROMO,147,MOVISTAR TEAM,15857,1039,0,0,OBSERVED_FACT
13,87,E. AFFINI,12,TEAM VISMA | LEASE A BIKE,15857,1039,0,0,OBSERVED_FACT
13,88,M. FRIGO,134,NSN CYCLING TEAM,15857,1039,0,0,OBSERVED_FACT
13,89,J. TRATNIK,26,RED BULL - BORA - HANSGROHE,15857,1039,0,0,OBSERVED_FACT
13,90,D. HOWSON,175,PINARELLO-Q36.5 PRO CYCLING TEAM,15857,1039,0,0,OBSERVED_FACT
13,91,F. WRIGHT,178,PINARELLO-Q36.5 PRO CYCLING TEAM,15857,1039,0,0,OBSERVED_FACT
13,92,A. BAUDIN,43,EF EDUCATION - EASYPOST,15857,1039,0,0,OBSERVED_FACT
13,93,M. JORGENSON,16,TEAM VISMA | LEASE A BIKE,15857,1039,0,0,OBSERVED_FACT
13,94,A. TIBERI,77,BAHRAIN VICTORIOUS,15857,1039,0,0,OBSERVED_FACT
13,95,B. ARMIRAIL,13,TEAM VISMA | LEASE A BIKE,15857,1039,0,0,OBSERVED_FACT
13,96,F. ENGELHARDT,114,TEAM JAYCO ALULA,15857,1039,0,0,OBSERVED_FACT
13,97,A. DELETTRE,204,TOTALENERGIES,15857,1039,0,0,OBSERVED_FACT
13,98,L. VERVAEKE,98,SOUDAL QUICK-STEP,15857,1039,0,0,OBSERVED_FACT
13,99,J. OTRUBA,227,CAJA RURAL-SEGUROS RGA,15857,1039,0,0,OBSERVED_FACT
13,100,P. BITTNER,213,TEAM PICNIC POSTNL,15857,1039,0,0,OBSERVED_FACT
13,101,M. WALKER,48,EF EDUCATION - EASYPOST,15857,1039,0,0,OBSERVED_FACT
13,102,W. BARGUIL,211,TEAM PICNIC POSTNL,15857,1039,0,0,OBSERVED_FACT
13,103,N. MÄRKL,216,TEAM PICNIC POSTNL,15857,1039,0,0,OBSERVED_FACT
13,104,N. POLITT,5,UAE TEAM EMIRATES XRG,15857,1039,0,0,OBSERVED_FACT
13,105,P. ACKERMANN,112,TEAM JAYCO ALULA,15857,1039,0,0,OBSERVED_FACT
13,106,J. DEGENKOLB,214,TEAM PICNIC POSTNL,15857,1039,0,0,OBSERVED_FACT
13,107,P. EENKHOORN,92,SOUDAL QUICK-STEP,15857,1039,0,0,OBSERVED_FACT
13,108,E. COSTIOU,184,GROUPAMA-FDJ UNITED,15857,1039,0,0,OBSERVED_FACT
13,109,A. PARET PEINTRE,56,DECATHLON CMA CGM TEAM,15857,1039,0,0,OBSERVED_FACT
13,110,D. HOOLE,54,DECATHLON CMA CGM TEAM,15857,1039,0,0,OBSERVED_FACT
13,111,K. NEILANDS,136,NSN CYCLING TEAM,15857,1039,0,0,OBSERVED_FACT
13,112,L. SLOCK,155,LOTTO INTERMARCHE,15857,1039,0,0,OBSERVED_FACT
13,113,L. VAN EETVELT,156,LOTTO INTERMARCHE,15857,1039,0,0,OBSERVED_FACT
13,114,E. RUBIO,148,MOVISTAR TEAM,15857,1039,0,0,OBSERVED_FACT
13,115,T. GUERNALEC,205,TOTALENERGIES,15857,1039,0,0,OBSERVED_FACT
13,116,J. STUYVEN,94,SOUDAL QUICK-STEP,15857,1039,0,0,OBSERVED_FACT
13,117,B. VAN MOER,177,PINARELLO-Q36.5 PRO CYCLING TEAM,15857,1039,0,0,OBSERVED_FACT
13,118,J. NICOLAU,225,CAJA RURAL-SEGUROS RGA,15857,1039,0,0,OBSERVED_FACT
13,119,T. VAN ASBROECK,138,NSN CYCLING TEAM,15857,1039,0,0,OBSERVED_FACT
13,120,M. LOUVEL,135,NSN CYCLING TEAM,15857,1039,0,0,OBSERVED_FACT
13,121,S. VELASCO,67,XDS ASTANA TEAM,15857,1039,0,0,OBSERVED_FACT
13,122,J. CEPEDA,143,MOVISTAR TEAM,15857,1039,0,0,OBSERVED_FACT
13,123,G. ZIMMERMANN,158,LOTTO INTERMARCHE,15857,1039,0,0,OBSERVED_FACT
13,124,J. ALAPHILIPPE,191,TUDOR PRO CYCLING TEAM,15857,1039,0,0,OBSERVED_FACT
13,125,M. HALLER,193,TUDOR PRO CYCLING TEAM,15857,1039,0,0,OBSERVED_FACT
13,126,S. BERWICK,223,CAJA RURAL-SEGUROS RGA,15857,1039,0,0,OBSERVED_FACT
